2020-09-18 14:54:35,"b'Age and Gender wise Distribution of #COVID__19 Cases in #TamilNadu \n\nOf 5,30,908 #coronavirus cases, 22,448 are chi\xe2\x80\xa6 https://t.co/vB74Svn5cB'"
2020-09-18 14:54:31,"b'@Tagesspiegel In my opinion, reckless behavior combined with negligent Infektion of third parties constitutes physi\xe2\x80\xa6 https://t.co/S3ZORFawzW'"
2020-09-18 14:53:32,b'RT @LiaquatShahwani: Welcomed his excellency Hassan Darvishvand Consul General of #Iran in my office.\nDiscussed topics of mutual interests.\xe2\x80\xa6'
2020-09-18 14:53:21,b'RT @UKCovid19Stats: \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positiv\xe2\x80\xa6'
2020-09-18 14:53:06,b'RT @LiaquatShahwani: New rise in #Corona cases in #Balochistan for last 20 days.\nTests conducted today 1574\nPositive cases reported 193( 12\xe2\x80\xa6'
2020-09-18 14:53:04,"b'Be happy that you will have healthy lungs. When you inhale, the oxygen that you breathe reaches your organs and cel\xe2\x80\xa6 https://t.co/XI1ofkxHuU'"
2020-09-18 14:53:01,b'RT @rood_wit: \xf0\x9f\x8e\xb5\xf0\x9f\x8e\xb6 I like this song \xf0\x9f\x8e\xb5\xf0\x9f\x8e\xb6 #fuckNWO #corona #coronahoax #FalseFlag https://t.co/zIFHKkzETB'
2020-09-18 14:52:44,"b'RT @enough14: ""Do we know how #corona is and will be used by the gouverment as excuse to justify building fences and walls around certain p\xe2\x80\xa6'"
2020-09-18 14:52:40,"b'Then to avoid pulmonary allergy, which is the main cause of transmission and impact of the virus on the unhealthy l\xe2\x80\xa6 https://t.co/L7kho3jGkt'"
2020-09-18 14:52:32,b'RT @LiaquatShahwani: #SBK women University #Quetta decides to suspend resumption of  classes till further order due to 5 #Corona cases repo\xe2\x80\xa6'
2020-09-18 14:52:29,b'RT @TPRDtCollector: #Tiruppur #Corona #Update  \nToday\xe2\x80\x99s cases -187(Rest will be updated later)\nTotal cases - 5727\nActive cases - 1746\nDisch\xe2\x80\xa6'
2020-09-18 14:52:27,b'Every morning stay under the cold water for one to five minutes after bathing and get your body used to the cold. N\xe2\x80\xa6 https://t.co/pNwIJ8vdWV'
2020-09-18 14:52:18,b'RT @peterliese: 2/2 #Europe spares no effort to make a safe and effective vaccine available to all citizens asap! #Corona #EU #StrongerToge\xe2\x80\xa6'
2020-09-18 14:52:16,"b'Coronavirus prevention by Mohammad Hossein pour:\nTo fight the #coronavirus or #COVID__19  what do you know? Prayer,\xe2\x80\xa6 https://t.co/gUSHVpNxTY'"
2020-09-18 14:52:16,"b'#Africa , #poverty &amp; #Corona \n-\nA Burundian #refugee from Mahama camp in #Rwanda is checked for fever as a precauti\xe2\x80\xa6 https://t.co/ASgZmo4wMT'"
2020-09-18 14:52:15,b'RT @peterliese: 1/2 Magnificent! 2nd contract for #vaccines signed. The strategy to sign contracts with multiple firms is right+necessary t\xe2\x80\xa6'
2020-09-18 14:51:43,b'H.E Dr.Lia Tadesse @lia_tadesse Announced that COVID-19 will not be no longer an obstacle to Conduct Ethiopian next\xe2\x80\xa6 https://t.co/H8Y9OZMNfo'
2020-09-18 14:51:05,b'RT @UKCovid19Stats: \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positiv\xe2\x80\xa6'
2020-09-18 14:50:07,"b'RT @PunjabGovtIndia: As the dengue cases on rise in this season, Dr K.K. Talwar differentiates between #Dengue and #COVID, advises to get #\xe2\x80\xa6'"
2020-09-18 14:50:05,b'RT @UKCovid19Stats: \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positiv\xe2\x80\xa6'
2020-09-18 14:50:03,"b'RT @PedroAlfonsoDe3: Here is a little collection of four trademarks revolving around $RLFTF,  #RLFTF, #RLF, #rlf100, #ReliefTherapeutics, @\xe2\x80\xa6'"
2020-09-18 14:50:00,"b'RT @PedroAlfonsoDe3: If I remember right, this was the first one to pop up, where also #ReliefTherapeutics holds a similar trademark\n\n$RLFT\xe2\x80\xa6'"
2020-09-18 14:49:53,"b'RT @Thomas_Wilckens: Nope, #Drosten is NOT an epidemiologist nor his opinion shared by a leader in the filed @SunetraGupta @UniofOxford ! #\xe2\x80\xa6'"
2020-09-18 14:49:51,b'RT @PedroAlfonsoDe3: And the new one\n\n$RLFTF #RLFTF #rlf100 #ReliefTherapeutics\n\n#Covid_19 #COVID #COVID19 #coronavirus #Corona  #FDA #Stoc\xe2\x80\xa6'
2020-09-18 14:49:48,b'RT @UKCovid19Stats: Northern Ireland Coronavirus (COVID-19) overview of individuals who have had at least one lab-confirmed positive test r\xe2\x80\xa6'
2020-09-18 14:49:47,b'RT @LiaquatShahwani: #SBK women University #Quetta decides to suspend resumption of  classes till further order due to 5 #Corona cases repo\xe2\x80\xa6'
2020-09-18 14:49:43,"b'RT @vivekanandg: In view of #COVID__19\ncases rising in Mumbai under the able leadership of our best CM @OfficeofUT,  @mybmc issues\nnew Guid\xe2\x80\xa6'"
2020-09-18 14:49:22,b'On this app we keep on saying this &amp; THAT must fall when are we rising with ideas?\n\n#FNBMustFall #CORONA #nota\xe2\x80\xa6 https://t.co/k9owR2TGQ0'
2020-09-18 14:48:19,"b'With ppl downloading shady VPNs(I\xe2\x80\x99m reading), which then could also further give #China access to systems &amp; electio\xe2\x80\xa6 https://t.co/it7mqECclR'"
2020-09-18 14:48:13,"b""@Tagesspiegel I don't understand why people can't dispense with travel, parties, family celebrations for a year in\xe2\x80\xa6 https://t.co/M9ESet7mIw"""
2020-09-18 14:48:10,b'RT @UKCovid19Stats: \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positiv\xe2\x80\xa6'
2020-09-18 14:48:04,b'RT @UKCovid19Stats: \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positiv\xe2\x80\xa6'
2020-09-18 14:47:18,b'RT @UKCovid19Stats: \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positiv\xe2\x80\xa6'
2020-09-18 14:47:04,b'RT @Anil_Rachamalla: To @sbtet\nSub; requesting to cancel the exams and promote\nWe the #students of #polytechnic in the current situation we\xe2\x80\xa6'
2020-09-18 14:46:53,"b""RT @DeutscheWelle: #Corona: \xe2\x80\x9cIt is not enough to impose rules that people don't understand. The cooperation of the population (...) is prob\xe2\x80\xa6"""
2020-09-18 14:46:03,b'Surat : Coronavirus Latest Updates.\n#suratupdate #coronaupdate #corona #gujarat #navgujaratsamay #ahmedabad #india\xe2\x80\xa6 https://t.co/T3pqYgwk6b'
2020-09-18 14:45:09,b'RT @FBDPolice: #CPFaridabad applauded #crime branch officials for solving over one hundred crimes against property cases in last 7 days. Th\xe2\x80\xa6'
2020-09-18 14:44:30,b'Gujarat Coronavirus Latest Updates\n#coronaupdate #corona #gujarat #navgujaratsamay #ahmedabad #IndiaVSCorona\xf0\x9f\x98\xac\xe2\x80\xa6 https://t.co/LG71MqYfHR'
2020-09-18 14:43:58,"b""RT @thebrainard: itCan'tHappenHere @Velocyraptus1 #listige #spotify @YHHTMPC #indie #music #LGTWO #newmusic @dorner_martina @connectalot @C\xe2\x80\xa6"""
2020-09-18 14:43:53,b'RT @RajCMO: The state government is taking all possible measures to prevent spread of #corona infection  :CM @ashokgehlot51 https://t.co/1n\xe2\x80\xa6'
2020-09-18 14:43:48,b'405 deaths in #Maharashtra today.\n#coronavirus #Corona \n@CMOMaharashtra @rajeshtope11'
2020-09-18 14:43:39,"b'RT @Under_Covid: This is thread is an essential &amp; urgent read for every politician, every journalist &amp; every campaigner, not just in the UK\xe2\x80\xa6'"
2020-09-18 14:42:49,b'RT @UKCovid19Stats: \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first positiv\xe2\x80\xa6'
2020-09-18 14:42:34,b'INFURIATING - in UK we now can\xe2\x80\x99t see of cases are rising exponentially or know if the positivity rate is increasing\xe2\x80\xa6 https://t.co/1068ZsXzk8'
2020-09-18 14:42:31,b'To @sbtet\nSub; requesting to cancel the exams and promote\nWe the #students of #polytechnic in the current situation\xe2\x80\xa6 https://t.co/EFqD0lU3nI'
2020-09-18 14:42:16,b'Even though the goals are ambitious and will not be easier to achieve through #Corona: LANXESS Board member Hubert\xe2\x80\xa6 https://t.co/07nm2jhlrT'
2020-09-18 14:41:58,"b'RT @Reatch20: #Coronavirus pandemic expected to get worse before it gets better, experts say. \n...\n..\n.\n#usa #corona #coronavirus #pandemic\xe2\x80\xa6'"
2020-09-18 14:41:53,b'RT @kmrbrajesh: #India is busy fighting #Corona #Terrorists #China #Economy .\n\n.@OfficeofUT\n.@ShivSena\nIs busy fighting #KanganaRanawat #Ar\xe2\x80\xa6'
2020-09-18 14:41:32,"b""RT @DeutscheWelle: #Corona: \xe2\x80\x9cIt is not enough to impose rules that people don't understand. The cooperation of the population (...) is prob\xe2\x80\xa6"""
2020-09-18 14:41:21,b'RT @TPRDtCollector: #Tiruppur #Corona #Update  \nToday\xe2\x80\x99s cases -187(Rest will be updated later)\nTotal cases - 5727\nActive cases - 1746\nDisch\xe2\x80\xa6'
2020-09-18 14:40:33,b'RT @UKCovid19Stats: Northern Ireland Coronavirus (COVID-19) overview of individuals who have had at least one lab-confirmed positive test r\xe2\x80\xa6'
2020-09-18 14:40:26,b'RT @ibio201: Great article featuring vaccine expert and safety advocate @PeterHotez explaining why \xe2\x80\x9cprotein-based vaccines (like #ibio201)\xe2\x80\xa6'
2020-09-18 14:40:04,b'\xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf Wales Coronavirus (COVID-19) overview of deaths of people who have died within 28 days of a first pos\xe2\x80\xa6 https://t.co/C9j7V2BorG'
2020-09-18 14:40:01,"b""RT @DeutscheWelle: #Corona: \xe2\x80\x9cIt is not enough to impose rules that people don't understand. The cooperation of the population (...) is prob\xe2\x80\xa6"""
2020-09-18 14:38:24,b'Scammers using Covid-19 pandemic as a bait. Luring money out of innocent US citizens in the name of Coronavirus Rel\xe2\x80\xa6 https://t.co/oBlIjXRKMC'
2020-09-18 14:37:22,"b'RT @HaraldofW: \xf0\x9f\x87\xb8\xf0\x9f\x87\xaa Stockholm, previously the epicentre of #corona in Sweden, currently with only 2 ICU beds occupied due to #covid19. Down f\xe2\x80\xa6'"
2020-09-18 14:37:09,"b""Must be many friendships in trouble due 2 #Corona l've a friend who thinks the virus has gone &amp; takes no precaution\xe2\x80\xa6 https://t.co/Gz6q3r6OUp"""
2020-09-18 14:36:55,"b'RT @Fear_and_Obey: The LORD hath made all things for himself: yea, even the wicked for the day of evil.\nProverbs 16:4 KJV\n\nI tell you, Nay:\xe2\x80\xa6'"
2020-09-18 14:36:48,b'Great article featuring vaccine expert and safety advocate @PeterHotez explaining why \xe2\x80\x9cprotein-based vaccines (like\xe2\x80\xa6 https://t.co/TWx8vejHy1'
2020-09-18 14:36:47,b'RT @LiaquatShahwani: #SBK women University #Quetta decides to suspend resumption of  classes till further order due to 5 #Corona cases repo\xe2\x80\xa6'
2020-09-18 14:36:28,b'#ElectionCommandCentre #ElectionHub #ThankGod #itsfriday #coronavirus #Corona #Entrepreneur #GreaterThan\xe2\x80\xa6 https://t.co/2fQyVMsf8k'
2020-09-18 14:36:11,b'RT @RajCMO: The state government is taking all possible measures to prevent spread of #corona infection  :CM @ashokgehlot51 https://t.co/1n\xe2\x80\xa6'
2020-09-18 14:35:50,"b'RT @enough14: ""Do we know how #corona is and will be used by the gouverment as excuse to justify building fences and walls around certain p\xe2\x80\xa6'"
2020-09-18 14:35:38,"b'RT @Groeneveld65: Van Morrison has accused the government of ""taking our freedom"" in three songs that protest against the lockdown\nIn the l\xe2\x80\xa6'"
2020-09-18 14:35:12,b'RT @RajCMO: The state government is taking all possible measures to prevent spread of #corona infection  :CM @ashokgehlot51 https://t.co/1n\xe2\x80\xa6'
2020-09-18 14:35:00,"b""#Corona: \xe2\x80\x9cIt is not enough to impose rules that people don't understand. The cooperation of the population (...) is\xe2\x80\xa6 https://t.co/8I14RIDYcQ"""
2020-09-18 14:34:27,"b'Van Morrison has accused the government of ""taking our freedom"" in three songs that protest against the lockdown\nIn\xe2\x80\xa6 https://t.co/OmeTQvJan1'"
2020-09-18 14:34:18,"b""RT @RIAZtheboss: #Thalaivar #Superstar #Rajinikanth's ardent fan Dr. #VeeraBabu , a #siddha doctor has opened a clinic named 'Uzhaippali' a\xe2\x80\xa6"""
2020-09-18 14:34:09,b'Die #Maske is the new Handtuch\n#Corona https://t.co/GRNKf2XJOH'
2020-09-18 14:31:38,"b'RT @unymira_us: How did #WFH affect #CustomerService and contact centers? See our latest study for results, best practices and more. Find o\xe2\x80\xa6'"
2020-09-18 14:31:19,b'RT @WecriptSearch: #search and #browse from anywhere in the world #amazing @WecriptBrowser @WecriptSearch #StayHome #COVID19 #SocialDistanc\xe2\x80\xa6'
2020-09-18 14:31:02,b'Representing for my brother earth-strong @jd.werner it\xe2\x80\x99s was a blast linking up with friends in a time like now we\xe2\x80\xa6 https://t.co/YUwCbwcblR'
2020-09-18 14:30:07,"b'Assam Schools to reopen from September 21, Govt. releases guidelines \n\n#COVID19 #coronavirus #Corona #unlock4\xe2\x80\xa6 https://t.co/ZJwfyV039l'"
2020-09-18 14:30:03,b'What are the Laws in India to combat and prevent Corona (COVID-19)?\n\nSee: https://t.co/uBVfIBPCmA\n\n#isrgrajan\xe2\x80\xa6 https://t.co/vfEidGMmjo'
2020-09-18 14:29:57,"b'What a beautiful sunny day #Glasgow !Bask in the sun out in meadows, but don\xe2\x80\x99t crowd the beaches #Corona is still o\xe2\x80\xa6 https://t.co/sSn0OtIJEi'"
2020-09-18 14:27:27,"b'The Four COVID Personality Types\n\nKeep Safe, Wear a mask properly\n\n#COVID__19  #Corona #telehealth #COVID19\xe2\x80\xa6 https://t.co/rBK9zOdSO5'"
2020-09-18 14:25:47,b'RT @bai_mina: Iranian Shia pilgrims ( Arbaain)on the way into Iraq at the border are stopped by Iraqi forces. #Corona https://t.co/pwpPiqxx\xe2\x80\xa6'
2020-09-18 14:25:39,b'RT @DrPalakVermaINC: It\xe2\x80\x99s important to keep yourself and others secured from #Corona .\n\nGlimpses from Today\xe2\x80\x99s mask distribution.\n#MaskPehno\xe2\x80\xa6'
2020-09-18 14:25:24,b'RT @dsureshkumar: Here is the Tamil Nadu #COVID19 Update for today (September 18). \n\n#Corona https://t.co/vTc25DoOAW'
2020-09-18 14:25:19,b'RT @UKCovid19Stats: Northern Ireland Coronavirus (COVID-19) overview of individuals who have had at least one lab-confirmed positive test r\xe2\x80\xa6'
2020-09-18 14:25:18,b'Reality is stranger than fiction part 13. #COVID19 #Masks #Isolation #Corona https://t.co/LgdFHuPJeK'
2020-09-18 14:25:13,b'RT @DrJitendraSingh: Significance of #WorldBambooDay in the midst of #Corona crisis. https://t.co/mJxGGkHMfp'
2020-09-18 14:24:58,b'RT @UKCovid19Stats: Northern Ireland Coronavirus (COVID-19) overview of individuals who have had at least one lab-confirmed positive test r\xe2\x80\xa6'
2020-09-18 14:24:12,"b""Flu, COVID-19 or Both? Don't Overlook Co-Infection, CDC Urges, MedPageToday #coronavirus #COVID19 #CoronaInfoCH\xe2\x80\xa6 https://t.co/c2xheqO7Gc"""
2020-09-18 14:24:09,"b'Could COVID-19 Pandemic Increase Physician Burnout, Suicide?, MedPageToday #coronavirus #COVID19 #CoronaInfoCH\xe2\x80\xa6 https://t.co/EMWCGlVXns'"
2020-09-18 14:24:07,"b""More Political Meddling at CDC? Handheld PCR Test OK'd; Adult Obesity Burgeoning, MedPageToday #coronavirus\xe2\x80\xa6 https://t.co/HK2wSixFGJ"""
2020-09-18 14:23:47,b'RT @RajCMO: The state government is taking all possible measures to prevent spread of #corona infection  :CM @ashokgehlot51 https://t.co/1n\xe2\x80\xa6'
2020-09-18 14:23:10,b'RT @RajCMO: The state government is taking all possible measures to prevent spread of #corona infection  :CM @ashokgehlot51 https://t.co/1n\xe2\x80\xa6'
2020-09-18 14:22:03,"b'https://t.co/wQY2cdxcnh\n""SECOND LOCKDOWN IN EUROPE FROM SEPTEMBER 18 ACCORDING TO SPANISH NEWSPAPER""\n#corona\xe2\x80\xa6 https://t.co/UgTLrhOSHI'"
2020-09-18 14:21:06,"b'RT @SanjaySDutt: Wishing a speedy recovery &amp; good health to Brother Shri @NitinRaut_INC , who has tested positive for #COVID19.\n\nHe is a wa\xe2\x80\xa6'"
2020-09-18 14:20:35,"b'RT @rameshlaus: #India announces record recoveries for yesterday.. Sep 17th..\n\n87,472.. \n\nWith that, the total no. of people who have recov\xe2\x80\xa6'"
2020-09-18 14:20:35,"b'RT @Under_Covid: This is thread is an essential &amp; urgent read for every politician, every journalist &amp; every campaigner, not just in the UK\xe2\x80\xa6'"
2020-09-18 14:20:29,"b'RT @aapkahari1: 18 Sep\n\n#DelhiFightsCorona \n\n\xf0\x9f\x94\xb9 4,127 NEW #Corona cases \nTOTAL- 2,38,828 cases\n\n\xf0\x9f\x94\xb9 3568 Recovered today,\nTOTAL Recovered- 2,0\xe2\x80\xa6'"
2020-09-18 14:20:22,"b'RT @HaraldofW: \xf0\x9f\x87\xb8\xf0\x9f\x87\xaa Stockholm, previously the epicentre of #corona in Sweden, currently with only 2 ICU beds occupied due to #covid19. Down f\xe2\x80\xa6'"
2020-09-18 14:20:08,b'700+ new corona cases in last 24 hours . \nThis is the highest numbers since last 50days. \nBut dont worry! \nIts not\xe2\x80\xa6 https://t.co/yxWHUiYy5l'
2020-09-18 14:20:02,b'RT @MHayehudi: This is insane democrats hiding data about low #corona infection rates to justify shutting down businesses. https://t.co/m4Y\xe2\x80\xa6'
2020-09-18 14:19:58,b'Scientists Identify 21 Existing Drugs Effective Against Coronavirus https://t.co/EHGtNrV18S  #coronavirus\xe2\x80\xa6 https://t.co/gqqTR0OVvd'
2020-09-18 14:19:49,"b'RT @rameshlaus: #India announces record recoveries for yesterday.. Sep 17th..\n\n87,472.. \n\nWith that, the total no. of people who have recov\xe2\x80\xa6'"
2020-09-18 14:19:40,b'RT @MHayehudi: This is insane democrats hiding data about low #corona infection rates to justify shutting down businesses. https://t.co/m4Y\xe2\x80\xa6'
2020-09-18 14:19:03,b'Create complex forms and structures with real geometry in 1-2-3 steps in a second.\nCheck more -\xe2\x80\xa6 https://t.co/7IJAYRDnSp'
2020-09-18 14:18:23,b'#Saharanpur: #CoronaUpdates \nZone - \xf0\x9f\x94\xb4\nTotal Cases - 6127\nTotal Active Cases - 943\nRecovered Patients - 4764\nPatient\xe2\x80\xa6 https://t.co/0QmdqVzKtm'
2020-09-18 14:18:10,b'RT @LiaquatShahwani: #SBK women University #Quetta decides to suspend resumption of  classes till further order due to 5 #Corona cases repo\xe2\x80\xa6'
2020-09-18 14:18:08,b'#Tiruppur #Corona #Update  \nToday\xe2\x80\x99s cases -187(Rest will be updated later\n18 Sep 2020\nTotal cases - 5727\nActive cas\xe2\x80\xa6 https://t.co/URPqAd7H8B'
2020-09-18 14:18:05,b'Northern Ireland Coronavirus (COVID-19) overview of individuals who have had at least one lab-confirmed positive te\xe2\x80\xa6 https://t.co/6VnHBw0x9b'
2020-09-18 14:17:21,"b'RT @Under_Covid: This is thread is an essential &amp; urgent read for every politician, every journalist &amp; every campaigner, not just in the UK\xe2\x80\xa6'"
2020-09-18 14:17:00,"b'As long as hands are washed properly for &gt;20 Seconds, all types of hand soaps provide similar protection against\xe2\x80\xa6 https://t.co/oc0WaAwPr2'"
2020-09-18 14:16:45,b'@CDCDirector Best way to protect yourself from #corona #COVID19 \nTurn off the TV \xf0\x9f\x93\xba'
2020-09-18 14:16:39,"b'RT @sherrybaudet: OMG.\n\nVan Morrison - yes, the singer - comparing lockdown to slavery: ""when it\'s really to enslave""\n\n#corona #covid19 #co\xe2\x80\xa6'"
